ID;Name;Level;Element1;Element2;Health;Abilities
M3_TOWER_M3H12_43;Toxopheles;43;Darkness;Earth;145;10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_TOWER_M3H12_48;Toxopheles;48;Darkness;Earth;150;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_TOWER_M3H12_53;Toxopheles;53;Darkness;Earth;155;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_TOWER_M3H12_58;Toxopheles;58;Darkness;Earth;160;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_TOWER_M3H12_63;Toxopheles;63;Darkness;Earth;165;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_TOWER_M3H12_68;Toxopheles;68;Darkness;Earth;170;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_TOWER_M3H12_73;Toxopheles;73;Darkness;Earth;175;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_TOWER_M3H12_78;Toxopheles;78;Darkness;Earth;180;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_TOWER_M3H12_83;Toxopheles;83;Darkness;Earth;185;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_TOWER_M3H12_88;Toxopheles;88;Darkness;Earth;190;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_TOWER_M3H12_93;Toxopheles;93;Darkness;Earth;195;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_TOWER_M3H12_98;Toxopheles;98;Darkness;Earth;200;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_TOWER_M3H14_42;Lilia;42;Water;Darkness;145;45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_TOWER_M3H14_47;Lilia;47;Water;Darkness;150;45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_TOWER_M3H14_52;Lilia;52;Water;Darkness;155;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_TOWER_M3H14_57;Lilia;57;Water;Darkness;160;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_TOWER_M3H14_62;Lilia;62;Water;Darkness;165;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_TOWER_M3H14_67;Lilia;67;Water;Darkness;170;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_TOWER_M3H14_72;Lilia;72;Water;Darkness;175;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_TOWER_M3H14_77;Lilia;77;Water;Darkness;180;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_TOWER_M3H14_82;Lilia;82;Water;Darkness;185;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_TOWER_M3H14_87;Lilia;87;Water;Darkness;190;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_TOWER_M3H14_92;Lilia;92;Water;Darkness;195;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_TOWER_M3H14_97;Lilia;97;Water;Darkness;200;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_TOWER_M3H11_51;Tornado;51;Darkness;Air;155;Whenever your hero is damaged, a random allied troop is damaged instead.|30{r}, end your turn: Destroy chosen troop.|Troops gain -3{h}.|Whenever a troop is destroyed, your hero gains 10 {r}.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H11_56;Tornado;56;Darkness;Air;160;Whenever your hero is damaged, a random allied troop is damaged instead.|30{r}, end your turn: Destroy chosen troop.|Troops gain -3{h}.|Whenever a troop is destroyed, your hero gains 10 {r}.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H11_61;Tornado;61;Darkness;Air;165;Whenever your hero is damaged, a random allied troop is damaged instead.|30{r}, end your turn: Destroy chosen troop.|Troops gain -3{h}.|Whenever a troop is destroyed, your hero gains 10 {r}.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H11_66;Tornado;66;Darkness;Air;170;Whenever your hero is damaged, a random allied troop is damaged instead.|30{r}, end your turn: Destroy chosen troop.|Troops gain -3{h}.|Whenever a troop is destroyed, your hero gains 10 {r}.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H11_71;Tornado;71;Darkness;Air;175;Whenever your hero is damaged, a random allied troop is damaged instead.|30{r}, end your turn: Destroy chosen troop.|Troops gain -3{h}.|Whenever a troop is destroyed, your hero gains 10 {r}.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H11_76;Tornado;76;Darkness;Air;180;Whenever your hero is damaged, a random allied troop is damaged instead.|30{r}, end your turn: Destroy chosen troop.|Troops gain -3{h}.|Whenever a troop is destroyed, your hero gains 10 {r}.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H11_81;Tornado;81;Darkness;Air;185;Whenever your hero is damaged, a random allied troop is damaged instead.|30{r}, end your turn: Destroy chosen troop.|Troops gain -3{h}.|Whenever a troop is destroyed, your hero gains 10 {r}.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H11_86;Tornado;86;Darkness;Air;190;Whenever your hero is damaged, a random allied troop is damaged instead.|30{r}, end your turn: Destroy chosen troop.|Troops gain -3{h}.|Whenever a troop is destroyed, your hero gains 10 {r}.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H11_91;Tornado;91;Darkness;Air;195;Whenever your hero is damaged, a random allied troop is damaged instead.|30{r}, end your turn: Destroy chosen troop.|Troops gain -3{h}.|Whenever a troop is destroyed, your hero gains 10 {r}.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H11_96;Tornado;96;Darkness;Air;200;Whenever your hero is damaged, a random allied troop is damaged instead.|30{r}, end your turn: Destroy chosen troop.|Troops gain -3{h}.|Whenever a troop is destroyed, your hero gains 10 {r}.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H19_60;Veiled Eminence;60;Light;Darkness;165;Whenever an allied Vantu is destroyed, if it was the last allied troop, return it to its owner's hand.|5{r}: Steal 20 {r} from your opponent. Your opponent draws a card.|You can play Vantu in your hand as quick cards.|The hand of your opponent is revealed.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H19_65;Veiled Eminence;65;Light;Darkness;170;Whenever an allied Vantu is destroyed, if it was the last allied troop, return it to its owner's hand.|5{r}: Steal 20 {r} from your opponent. Your opponent draws a card.|You can play Vantu in your hand as quick cards.|The hand of your opponent is revealed.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H19_70;Veiled Eminence;70;Light;Darkness;175;Whenever an allied Vantu is destroyed, if it was the last allied troop, return it to its owner's hand.|5{r}: Steal 20 {r} from your opponent. Your opponent draws a card.|You can play Vantu in your hand as quick cards.|The hand of your opponent is revealed.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H19_75;Veiled Eminence;75;Light;Darkness;180;Whenever an allied Vantu is destroyed, if it was the last allied troop, return it to its owner's hand.|5{r}: Steal 20 {r} from your opponent. Your opponent draws a card.|You can play Vantu in your hand as quick cards.|The hand of your opponent is revealed.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H19_80;Veiled Eminence;80;Light;Darkness;185;Whenever an allied Vantu is destroyed, if it was the last allied troop, return it to its owner's hand.|5{r}: Steal 20 {r} from your opponent. Your opponent draws a card.|You can play Vantu in your hand as quick cards.|The hand of your opponent is revealed.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H19_85;Veiled Eminence;85;Light;Darkness;190;Whenever an allied Vantu is destroyed, if it was the last allied troop, return it to its owner's hand.|5{r}: Steal 20 {r} from your opponent. Your opponent draws a card.|You can play Vantu in your hand as quick cards.|The hand of your opponent is revealed.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H19_90;Veiled Eminence;90;Light;Darkness;195;Whenever an allied Vantu is destroyed, if it was the last allied troop, return it to its owner's hand.|5{r}: Steal 20 {r} from your opponent. Your opponent draws a card.|You can play Vantu in your hand as quick cards.|The hand of your opponent is revealed.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_M3H19_95;Veiled Eminence;95;Light;Darkness;200;Whenever an allied Vantu is destroyed, if it was the last allied troop, return it to its owner's hand.|5{r}: Steal 20 {r} from your opponent. Your opponent draws a card.|You can play Vantu in your hand as quick cards.|The hand of your opponent is revealed.|15{r}: Destroy all allied crystals without a neighbor of the same element.
M3_TOWER_STORMBRAWLER_10;Stormbrawler;10;Darkness;Air;110;
M3_TOWER_STORMBRAWLER_30;Stormbrawler;30;Darkness;Air;150;
M3_TOWER_STORMBRAWLER_50;Stormbrawler;50;Darkness;Air;190;
M3_TOWER_STORMBRAWLER_70;Stormbrawler;70;Darkness;Air;230;
M3_TOWER_STORMBRAWLER_90;Stormbrawler;90;Darkness;Air;260;
M3_TOWER_CHAROOSTER_13;Charooster;13;Darkness;Fire;110;
M3_TOWER_CHAROOSTER_33;Charooster;33;Darkness;Fire;150;
M3_TOWER_CHAROOSTER_53;Charooster;53;Darkness;Fire;190;
M3_TOWER_CHAROOSTER_73;Charooster;73;Darkness;Fire;230;
M3_TOWER_CHAROOSTER_93;Charooster;93;Darkness;Fire;275;
M3_TOWER_STARNOSED_MOLE_16;Starnosed Mole;16;Darkness;Earth;120;
M3_TOWER_STARNOSED_MOLE_36;Starnosed Mole;36;Darkness;Earth;160;
M3_TOWER_STARNOSED_MOLE_56;Starnosed Mole;56;Darkness;Earth;200;
M3_TOWER_STARNOSED_MOLE_76;Starnosed Mole;76;Darkness;Earth;230;
M3_TOWER_STARNOSED_MOLE_96;Starnosed Mole;96;Darkness;Earth;290;
M3_TOWER_PENGUIN_19;Penguin;19;Darkness;Water;120;
M3_TOWER_PENGUIN_39;Penguin;39;Darkness;Water;160;
M3_TOWER_PENGUIN_59;Penguin;59;Darkness;Water;200;
M3_TOWER_PENGUIN_79;Penguin;79;Darkness;Water;230;
M3_TOWER_PENGUIN_99;Penguin;99;Darkness;Water;305;
M3_TOWER_NOCTURNA_22;Nocturna;22;Darkness;None;150;
M3_TOWER_NOCTURNA_41;Nocturna;41;Darkness;None;175;
M3_TOWER_NOCTURNA_60;Nocturna;60;Darkness;None;200;
M3_TOWER_NOCTURNA_81;Nocturna;81;Darkness;None;225;
M3_TOWER_NOCTURNA_97;Nocturna;97;Darkness;None;250;
M3C_BONUS_ROOM_OBSCURA_RANDOM;Underground Labyrinth;1;Darkness;None;999;Countdown 12|Whenever the countdown reaches zero, you lose the game.|Whenever this is damaged, put all allied troops on the bottom of their owner's deck. Put a random allied troop in the Deck on a random empty allied field. Put a random allied troop in the Deck on a random empty allied field.
M3C_BONUS_ROOM_XAMBR_RANDOM;Xambr Mine;1;Earth;None;999;Countdown 15|Whenever the countdown reaches zero, you lose the game.|Whenever this is damaged by a light chain, create a Gold Vein in a random empty allied field.|Whenever this is damaged by a darkness chain, create a Silver Vein in a random empty allied field.|Whenever this is damaged by a fire chain, create a Demolition Bomb in a random empty allied field.|Whenever this is damaged by a water chain, create an Underground Wash in a random empty allied field.|Whenever this is damaged by an air chain, create a Crystal Vein in a random empty allied field.|Whenever this is damaged by an earth chain, create a Copper Vein in a random empty allied field.
M3_TOWER_FOUNDATION_BUILDER_1;Foundation Builder;1;Darkness;None;80;
M3_TOWER_WYRMWRANGLER_3;Wyrmwrangler;3;Darkness;None;90;
M3_TOWER_SARAYAHS_HONOR_GUARD_5;Sarayah's Honor Guard;5;Darkness;None;80;Whenever this is damaged, deal one damage to the enemy hero.
M3_TOWER_SILVERSMITH_7;Silversmith;7;Darkness;None;90;Whenever you swipe a chain, transform a random allied {n} of that chain's element into {N}.
M3_TOWER_MUSHROOM_PICKER_9;Mushroom Picker;9;Darkness;None;120;Whenever you swipe a darkness chain with 5 or more crystals, you create a random Mushroom from the Relegatia set in your hand.
M3_TOWER_LUX_SOLA_STEELWRIGHT_11;Lux Sola Steelwright;11;Darkness;Light;120;At the start of your turn, transform all allied {l} without a neighbor of the same element into {D}.
M3_TOWER_EOS_THE_RETURNED_13;Eos the Returned;13;Darkness;Light;120;Whenever you play a light card, your hero gains +1 {lc}.|Whenever you play a darkness card, your hero gains +1 {dc}.
M3_TOWER_DEMOLITION_MASTER_15;Demolition Master;15;Darkness;Fire;130;At the start of your turn, destroy a random enemy {N}.
M3_TOWER_CRYSTAL_THIEF_17;Crystal Thief;17;Darkness;None;140;Whenever you swipe a chain with 10 or more crystals, steal a super crystal from your opponent.
M3_TOWER_WYRMSLAYER_19;Wyrmslayer;19;Darkness;None;130;Whenever an enemy troop is destroyed, your hero gains +2 {dc}.
M3_TOWER_FOUNDATION_BUILDER_21;Foundation Builder;21;Darkness;None;150;
M3_TOWER_WYRMWRANGLER_23;Wyrmwrangler;23;Darkness;None;150;
M3_TOWER_SARAYAHS_HONOR_GUARD_25;Sarayah's Honor Guard;25;Darkness;None;125;Whenever this is damaged, deal two damage to the enemy hero.
M3_TOWER_SILVERSMITH_27;Silversmith;27;Darkness;None;140;Whenever you swipe a chain, transform a random allied {n} of that chain's element into {N}.
M3_TOWER_MUSHROOM_PICKER_29;Mushroom Picker;29;Darkness;None;155;Whenever you swipe a darkness chain with 5 or more crystals, you create a random Mushroom from the Relegatia set in your hand.
M3_TOWER_LUX_SOLA_STEELWRIGHT_31;Lux Sola Steelwright;31;Darkness;Light;165;At the start of your turn, transform all allied {l} without a neighbor of the same element into {D}.
M3_TOWER_EOS_THE_RETURNED_33;Eos the Returned;33;Darkness;Light;170;Whenever you play a light card, your hero gains +1 {lc}.|Whenever you play a darkness card, your hero gains +1 {dc}.
M3_TOWER_DEMOLITION_MASTER_35;Demolition Master;35;Darkness;Fire;170;At the start of your turn, destroy a random enemy {N}.
M3_TOWER_CRYSTAL_THIEF_37;Crystal Thief;37;Darkness;None;170;Whenever you swipe a chain with 9 or more crystals, steal a super crystal from your opponent.
M3_TOWER_WYRMSLAYER_39;Wyrmslayer;39;Darkness;None;170;Whenever an enemy troop is destroyed, your hero gains +2 {dc}.
M3_TOWER_FOUNDATION_BUILDER_41;Foundation Builder;41;Darkness;None;200;
M3_TOWER_WYRMWRANGLER_43;Wyrmwrangler;43;Darkness;None;210;
M3_TOWER_SARAYAHS_HONOR_GUARD_45;Sarayah's Honor Guard;45;Darkness;None;170;Whenever this is damaged, deal three damage to the enemy hero.
M3_TOWER_SILVERSMITH_47;Silversmith;47;Darkness;None;190;Whenever you swipe a chain, transform a random allied {n} of that chain's element into {N}.
M3_TOWER_MUSHROOM_PICKER_49;Mushroom Picker;49;Darkness;None;210;Whenever you swipe a darkness chain with 5 or more crystals, you create a random Mushroom from the Relegatia set in your hand.
M3_TOWER_LUX_SOLA_STEELWRIGHT_51;Lux Sola Steelwright;51;Darkness;Light;210;At the start of your turn, transform all allied {l} without a neighbor of the same element into {D}.
M3_TOWER_EOS_THE_RETURNED_53;Eos the Returned;53;Darkness;Light;210;Whenever you play a light card, your hero gains +1 {lc}.|Whenever you play a darkness card, your hero gains +1 {dc}.
M3_TOWER_DEMOLITION_MASTER_55;Demolition Master;55;Darkness;Fire;210;At the start of your turn, destroy a random enemy {N}.
M3_TOWER_CRYSTAL_THIEF_57;Crystal Thief;57;Darkness;None;240;Whenever you swipe a chain with 8 or more crystals, steal a super crystal from your opponent.
M3_TOWER_WYRMSLAYER_59;Wyrmslayer;59;Darkness;None;210;Whenever an enemy troop is destroyed, your hero gains +2 {dc}.
M3_TOWER_FOUNDATION_BUILDER_61;Foundation Builder;61;Darkness;None;250;
M3_TOWER_WYRMWRANGLER_63;Wyrmwrangler;63;Darkness;None;270;
M3_TOWER_SARAYAHS_HONOR_GUARD_65;Sarayah's Honor Guard;65;Darkness;None;215;Whenever this is damaged, deal four damage to the enemy hero.
M3_TOWER_SILVERSMITH_67;Silversmith;67;Darkness;None;240;Whenever you swipe a chain, transform a random allied {n} of that chain's element into {N}.
M3_TOWER_MUSHROOM_PICKER_69;Mushroom Picker;69;Darkness;None;255;Whenever you swipe a darkness chain with 5 or more crystals, you create a random Mushroom from the Relegatia set in your hand.
M3_TOWER_LUX_SOLA_STEELWRIGHT_71;Lux Sola Steelwright;71;Darkness;Light;255;At the start of your turn, transform all allied {l} without a neighbor of the same element into {D}.
M3_TOWER_EOS_THE_RETURNED_73;Eos the Returned;73;Darkness;Light;250;Whenever you play a light card, your hero gains +1 {lc}.|Whenever you play a darkness card, your hero gains +1 {dc}.
M3_TOWER_DEMOLITION_MASTER_75;Demolition Master;75;Darkness;Fire;250;At the start of your turn, destroy a random enemy {N}.
M3_TOWER_CRYSTAL_THIEF_77;Crystal Thief;77;Darkness;None;290;Whenever you swipe a chain with 7 or more crystals, steal a super crystal from your opponent.
M3_TOWER_WYRMSLAYER_79;Wyrmslayer;79;Darkness;None;250;Whenever an enemy troop is destroyed, your hero gains +2 {dc}.
M3_TOWER_FOUNDATION_BUILDER_81;Foundation Builder;81;Darkness;None;300;
M3_TOWER_WYRMWRANGLER_83;Wyrmwrangler;83;Darkness;None;330;
M3_TOWER_SARAYAHS_HONOR_GUARD_85;Sarayah's Honor Guard;85;Darkness;None;260;Whenever this is damaged, deal five damage to the enemy hero.
M3_TOWER_SILVERSMITH_87;Silversmith;87;Darkness;None;290;Whenever you swipe a chain, transform a random allied {n} of that chain's element into {N}.
M3_TOWER_MUSHROOM_PICKER_89;Mushroom Picker;89;Darkness;None;300;Whenever you swipe a darkness chain with 5 or more crystals, you create a random Mushroom from the Relegatia set in your hand.
M3_TOWER_LUX_SOLA_STEELWRIGHT_91;Lux Sola Steelwright;91;Darkness;Light;300;At the start of your turn, transform all allied {l} without a neighbor of the same element into {D}.
M3_TOWER_EOS_THE_RETURNED_93;Eos the Returned;93;Darkness;Light;290;Whenever you play a light card, your hero gains +1 {lc}.|Whenever you play a darkness card, your hero gains +1 {dc}.
M3_TOWER_DEMOLITION_MASTER_95;Demolition Master;95;Darkness;Fire;290;At the start of your turn, destroy a random enemy {N}.
M3_TOWER_CRYSTAL_THIEF_97;Crystal Thief;97;Darkness;None;340;Whenever you swipe a chain with 6 or more crystals, steal a super crystal from your opponent.
M3_TOWER_WYRMSLAYER_99;Wyrmslayer;99;Darkness;None;290;Whenever an enemy troop is destroyed, your hero gains +2 {dc}.
M3_TOWER_HOOT_OWL_1;Hoot Owl;2;Darkness;None;70;
M3_TOWER_FRUIT_BAT_2;Fruit Bat;2;Darkness;None;80;
M3_TOWER_NIGHTWOLF_3;Nightwolf;3;Darkness;None;90;
M3_TOWER_PUMA_SPIRIT_4;Puma Spirit;4;Darkness;None;100;
M3_TOWER_LORZHAN_90;Lorzhan, the Orphan God;90;Darkness;None;400;At the start of your turn, return all allied troops with 9 or less {h} to their owner's hand.
M3_TOWER_STYX_99;Styx;99;Darkness;None;500;Countdown 3|Whenever the countdown reaches zero, if there are no cards in your opponent's hand, steal 10 {r} from your opponent. Otherwise, you steal a random card  in your opponent's hand. Reset the countdown.
M3_VOLCANO_M3H3_5;Nimuel;5;Fire;None;110;
M3_VOLCANO_M3H3_10;Nimuel;10;Fire;None;115;10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H3_15;Nimuel;15;Fire;None;120;
M3_VOLCANO_M3H3_20;Nimuel;20;Fire;None;125;Allied actions deal double damage.
M3_VOLCANO_M3H3_25;Nimuel;25;Fire;None;130;Allied actions deal double damage.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H3_30;Nimuel;30;Fire;None;135;Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.
M3_VOLCANO_M3H3_35;Nimuel;35;Fire;None;140;Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H3_40;Nimuel;40;Fire;None;145;20{r}: Deal three damage to chosen troop or hero.|Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H3_45;Nimuel;45;Fire;None;150;20{r}: Deal three damage to chosen troop or hero.|Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H3_50;Nimuel;50;Fire;None;155;You can play fire actions as quick cards.|20{r}: Deal three damage to chosen troop or hero.|Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H3_55;Nimuel;55;Fire;None;160;You can play fire actions as quick cards.|20{r}: Deal three damage to chosen troop or hero.|Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.
M3_VOLCANO_M3H3_60;Nimuel;60;Fire;None;165;You can play fire actions as quick cards.|20{r}: Deal three damage to chosen troop or hero.|Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H3_65;Nimuel;65;Fire;None;170;You can play fire actions as quick cards.|20{r}: Deal three damage to chosen troop or hero.|Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.
M3_VOLCANO_M3H3_70;Nimuel;70;Fire;None;175;You can play fire actions as quick cards.|20{r}: Deal three damage to chosen troop or hero.|Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.
M3_VOLCANO_M3H3_75;Nimuel;75;Fire;None;180;You can play fire actions as quick cards.|20{r}: Deal three damage to chosen troop or hero.|Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H3_80;Nimuel;80;Fire;None;185;You can play fire actions as quick cards.|20{r}: Deal three damage to chosen troop or hero.|Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H3_85;Nimuel;85;Fire;None;190;You can play fire actions as quick cards.|20{r}: Deal three damage to chosen troop or hero.|Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H3_90;Nimuel;90;Fire;None;195;You can play fire actions as quick cards.|20{r}: Deal three damage to chosen troop or hero.|Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H3_95;Nimuel;95;Fire;None;200;You can play fire actions as quick cards.|20{r}: Deal three damage to chosen troop or hero.|Whenever you play an action, deal one damage to all troops and heroes.|Allied actions deal double damage.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H15_24;Donna;24;Air;Fire;125;You gain double charge from chains.
M3_VOLCANO_M3H15_29;Donna;29;Air;Fire;130;Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H15_34;Donna;34;Air;Fire;135;Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.
