ID;Name;Rarity;Element;Cost;Type;Subtype;Quick;Health;Abilities
M3R1223;Flying Squirrel;Uncommon;Light;5{l};Troop;Squirrel;;10;
M3R1224;White Anaconda;Uncommon;Light;5{l};Troop;Snake;;10;
M3R1225;Umbra Inhibitor;Uncommon;Light;8{l};Troop;Wall;;14;
M3R1241;Plague Doctor;Uncommon;Light;6{l};Troop;Lethe;;11;At the start of your turn, heal all poison from all troops.
M3R1242;Watermaster of Lethe;Uncommon;Light;9{l};Troop;Lethe;;10;When this enters the battlegrounds, fully heal chosen other troop. Remove all abilities from that troop.
M3R1246;Burla Phalanx;Uncommon;Light;6{l};Troop;Burla;;8;Whenever this is damaged, heal 2 {h} from this.
M3R1302;Lumina;Rare;Light;10{l};Troop;None;;10;When this is destroyed, your hero gains +1 {l}.
M3R1303;Fruit of Vivana;Rare;Light;10{l};Action;Fruit;;;Heal 20 {h} from your hero.
M3R1304;Tumbleweeds;Rare;Light;5{r};Action;None;True;;Create a Tumbleweed in all empty enemy fields.
M3R1306;Dragon Lizard;Rare;Light;8{l};Troop;Reptile;;10;Healing 2|
M3R1307;Sandworm;Rare;Light;18{l};Troop;Beast;;25;Whenever you swipe a light chain, change the element of three random allied non-light crystals to light.
M3R1308;Pyramid Beetle;Rare;Light;9{l};Troop;Insect;;14;When this enters the battlegrounds, destroy all allied {N}. Deal five damage to the enemy hero for each  destroyed crystal.
M3R1309;Light Everlasting;Rare;Light;14{l};Action;None;;;Destroy all non-light troops.
M3R1310;Purify;Rare;Light;30{r};Action;None;True;;Destroy all allied non-light {n}.
M3R1311;Azh'Alea, Archangel;Rare;Light;10{l};Troop;NhubiReg;;16;Whenever you create one or more {L}, deal two damage to all non-light troops.
M3R1312;Au’Varu, Sentinel of Au'Resh;Rare;Light;9{l};Troop;NhubiReg;;13;At the start of your turn, heal 1 {h} from your hero for each allied water crystal. Destroy all allied water crystals.
M3R1313;Mara’Kyca, the Cactus;Rare;Light;10{l};Troop;NhubiReg;;16;When this enters the battlegrounds, destroy chosen enemy non-light troop.
M3R1314;Xuh’Rok, Lightwielder;Rare;Light;8{l};Troop;NhubiReg;;14;Whenever you swipe a light chain with 5 or more crystals, destroy all allied darkness crystals.
M3R1315;Azh’Rathma, Matriarch;Rare;Light;8{l};Troop;NhubiReg;;15;Double the bonus of all allied Nhubi'Reg.
M3R1316;Sunblade;Rare;Light;15{r};Action;None;True;;Destroy all enemy darkness crystals.
M3R1341;The Hangman of Gallowwood;Rare;Light;8{l};Troop;Lethe;;16;Whenever you swipe a light chain with 8 or more crystals in a circle, destroy a random non-light troop.
M3R1342;Inveltima, Root Oracle;Rare;Light;7{l};Troop;Lethe;;10;At the start of your turn, you draw a card. You discard a random non-light card.
M3R1343;Asmyr, Venomaster;Rare;Light;10{l};Troop;Lethe;;15;Whenever an other allied troop enters the battlegrounds, that troop gains Healing 2.|Whenever an enemy troop enters the battlegrounds, poison that troop for two damage per turn.
M3R1346;Scholar of Vanimunt;Rare;Light;8{l};Troop;Vantu;;6;When this enters the battlegrounds, you draw a light card.|When this is destroyed, you draw a darkness card.
M3R1347;Raziela, Hidden Consort;Rare;Light;10{l};Troop;Vantu;;12;"Can't be chosen.|As long as there is a different allied troop, this gains ""Can't be damaged""."
M3R1348;Keren, Growthmage;Rare;Light;7{l};Troop;Burla;;10;At the start of your turn, transform all allied {e} neighboring a water crystal and a light crystal into {E}.
M3R1401;Heosphoros;Exceptional;Light;30{l};Troop;Dragon;;40;At the start of your opponent's turn, deal one damage to the enemy hero for each enemy darkness crystal.
M3R1402;Empress Kara;Exceptional;Light;17{l};Troop;GoddessOfOrder;;25;Whenever a non-light troop enters the battlegrounds, destroy that troop.
M3R1403;Melxior, Lux Altera;Exceptional;Light;20{l};Troop;GodOfLight;;30;All heroes gain -999 {dp}.
M3R1502;Pyramid Map;Secret;Light;5{r};Action;Map;True;;You create a random light troop from the Relegatia set in your hand.
M3R1561;Hibonite Shard;Secret;Light;1{r};Action;None;True;;Transform a random allied {l} into {L}.
M3R1562;Snake Egg;Secret;Light;6{r};Troop;Egg;True;6;Countdown 2|Whenever the countdown reaches zero, destroy this. You create a random Snake from the Relegatia set in your hand.
M3R1563;Ovophidia ;Secret;Light;3{l};Troop;Snake;;3;
M3R1564;Blumato;Secret;Light;7{r};Action;Fruit;True;;For this turn, your hero gains +200 {lp}+200 {wp}. Heal 5 {h} from your hero.
M3R1565;Goldberry;Secret;Light;7{r};Action;Fruit;True;;For this turn, your hero gains +200 {lp}+200 {ep}. Heal 5 {h} from your hero.
M3R1567;Cactus Grower;Secret;Light;10{l};Troop;NhubiReg;;10;When this enters the battlegrounds, create a Beryl Rose in a random empty allied field.
M3R1568;Berry Gleaner;Secret;Light;9{l};Troop;Lethe;;9;When this enters the battlegrounds, you create a random light Fruit from the Relegatia set in your hand.
M3R1571;Au'relia's Aubade;Secret;Light;15{r};Action;Song;True;;For this turn, your hero gains +300 {lp}, -1 {lt} and  +3 {lc}.
M3R2101;Overshadow;Common;Darkness;2{r};Action;None;True;;Transform chosen allied {d} into {D}.
M3R2102;Hoot Owl;Common;Darkness;3{r};Troop;Bird;True;3;
M3R2103;Nightwolf;Common;Darkness;5{d};Troop;Beast;;10;
M3R2104;Giant Maggot;Common;Darkness;7{d};Troop;None;;13;Whenever an other troop is destroyed, your hero gains 5 {r}.
M3R2105;Turn to Darkness;Common;Darkness;3{r};Action;None;True;;Change the element of chosen allied crystal to darkness.
M3R2106;Ink Cloud;Common;Darkness;4{r};Action;None;True;;"Until your next turn, allied troops gain ""Can't be chosen""."
M3R2107;Devouring Wisps;Common;Darkness;15{r};Action;None;True;;Destroy all crystals in chosen 3x3 square.
M3R2108;Mercy Killing;Common;Darkness;15{r};Action;None;True;;Destroy chosen damaged troop.
M3R2109;Mooncurrant;Common;Darkness;7{r};Action;Fruit;True;;For this turn, your hero gains +300 {dp}. Heal 5 {h} from your hero.
M3R2110;Deathcap;Common;Darkness;3{d};Action;Mushroom;;;Poison chosen troop for two damage per turn.
M3R2111;Obscura Aspirant;Common;Darkness;6{d};Troop;Obscura;;12;
M3R2112;Foundation Builder;Common;Darkness;7{d};Troop;Obscura;;14;
M3R2113;Wyrmwrangler;Common;Darkness;8{d};Troop;Obscura;;15;
M3R2114;Overworld Smuggler;Common;Darkness;6{d};Troop;Obscura;;9;When this enters the battlegrounds, you draw a card from your opponent's deck.
M3R2115;Sarayah's Honor Guard;Common;Darkness;6{d};Troop;Obscura;;9;Whenever your hero is damaged, deal three damage to the enemy hero.
M3R2116;Puma Spirit;Common;Darkness;9{d};Troop;None;;14;
M3R2117;Robbery;Common;Darkness;5{d};Action;None;;;You draw two cards from your opponent's deck.
M3R2118;Pit Viper;Common;Darkness;6{d};Troop;Snake;;10;Whenever an enemy troop enters the battlegrounds, poison that troop for one damage per turn.
M3R2119;Darkwood Ambush;Common;Darkness;10{r};Action;None;True;;Your opponent discards two random troops.
M3R2120;Eclipse Sword;Common;Darkness;5{r};Action;Weapon;True;;Your hero gains +2 {dc}.
M3R2141;Core Sapper;Common;Darkness;5{d};Troop;Xambr;;8;When this enters the battlegrounds, steal 10 {r} from your opponent.
M3R2142;Silversmith;Common;Darkness;7{d};Troop;Xambr;;11;Whenever you swipe a chain, transform a random allied {n} of that chain's element into {N}.
M3R2146;Vantu Spy;Common;Darkness;10{d};Troop;Vantu;;10;When this enters the battlegrounds, you steal a random card  in your opponent's hand.
M3R2201;Extinguish Light;Uncommon;Darkness;10{r};Action;None;True;;Transform all allied {l} into {d}.
M3R2202;Dark Crystal Vein;Uncommon;Darkness;5{r};Action;None;True;;Your hero gains +100 {dp}.
M3R2203;Ratunnara's Scythe;Uncommon;Darkness;15{r};Action;Weapon;True;;Your hero gains +1 {d}.
M3R2204;Catacomb Map;Uncommon;Darkness;6{d};Action;Map;;;You draw a card from the bottom of your deck. You draw a card from the bottom of your opponent's deck.
M3R2205;Jougs;Uncommon;Darkness;5{d};Action;None;;;Remove the bonus from chosen troop.
M3R2206;Fruit Bat;Uncommon;Darkness;3{d};Troop;None;;4;When this enters the battlegrounds, you create a random Fruit from the Relegatia set in your hand.
M3R2207;Bloodsucker;Uncommon;Darkness;20{r};Troop;None;True;7;Whenever you swipe a darkness chain, deal one damage to all enemy troops and heroes. Heal 1 {h} from this for each  damage dealt.
M3R2208;Exfusion;Uncommon;Darkness;5{d};Action;None;;;Deal five damage to chosen troop. Heal 5 {h} from your hero.
M3R2209;Xambr Sigil;Uncommon;Darkness;10{r};Action;Sigil;True;;Your hero gains +2 {dc}, +1 {fc} and  +1 {ec}.
M3R2210;Outer Darkness;Uncommon;Darkness;10{r};Action;None;True;;Destroy all allied crystals in the outer columns.
M3R2211;Mushroom Picker;Uncommon;Darkness;6{d};Troop;Obscura;;11;Whenever you swipe a darkness chain with 5 or more crystals, you create a random Mushroom from the Relegatia set in your hand.
M3R2212;Lux Sola Steelwright;Uncommon;Darkness;7{d};Troop;Obscura;;13;At the start of your turn, transform all allied {l} without a neighbor of the same element into {D}.
M3R2213;Guardian of Styx;Uncommon;Darkness;6{d};Troop;Obscura;;12;Whenever an enemy troop with 20 or more {h} enters the battlegrounds, destroy that troop. Destroy this.
M3R2214;Eos the Returned;Uncommon;Darkness;8{d};Troop;Obscura;;14;Whenever you play a light card, double the bonus of this.
M3R2215;Undersea Fisher;Uncommon;Darkness;7{d};Troop;Obscura;;14;When this enters the battlegrounds, you draw a card from the bottom of your opponent's deck.
M3R2221;Charooster;Uncommon;Darkness;5{d};Troop;Bird;;10;
M3R2222;Penguin;Uncommon;Darkness;5{d};Troop;Bird;;10;
M3R2223;Stormbrawler;Uncommon;Darkness;5{d};Troop;Beast;;10;
M3R2224;Starnosed Mole;Uncommon;Darkness;5{d};Troop;Beast;;10;
M3R2225;Lux Inhibitor;Uncommon;Darkness;8{d};Troop;Wall;;14;
M3R2241;Scrapstealer;Uncommon;Darkness;5{d};Troop;Xambr;;8;When this enters the battlegrounds, enemy troops gain -2{h}. This gains +2{h} for each enemy troop.
M3R2242;Demolition Master;Uncommon;Darkness;8{d};Troop;Xambr;;8;When this enters the battlegrounds, destroy all enemy {N}.
M3R2246;Stoic Assassin;Uncommon;Darkness;10{d};Troop;Vantu;;8;When this enters the battlegrounds, destroy the opposite troop.
M3R2301;Angler Spider;Rare;Darkness;8{d};Troop;None;;14;Whenever you swipe a light chain with 7 or more crystals, destroy a random enemy troop.
M3R2302;Nocturna;Rare;Darkness;10{d};Troop;None;;10;When this is destroyed, your hero gains +1 {d}.
M3R2303;Azaroyd, Death's Blade;Rare;Darkness;20{r};Action;Weapon;True;;Whenever a troop is destroyed, heal 20 {h} from your hero. At the start of your turn, deal ten damage to your hero.
M3R2304;Seven-Slayer;Rare;Darkness;21{d};Troop;Beast;;21;At the start of your turn, poison a random enemy troop for one damage per turn.
M3R2305;Ink Bay Octopus;Rare;Darkness;5{d};Troop;Fish;;10;Whenever you swipe a water chain with 7 or more crystals, you create an Ink Cloud in your hand.
M3R2306;Alligator;Rare;Darkness;10{d};Troop;Beast;;16;Whenever an enemy water troop enters the battlegrounds, deal three damage to that troop.
M3R2307;Ouroboros;Rare;Darkness;9{d};Troop;None;;19;Whenever you swipe a darkness chain, increase the bonus of this by 1.|Whenever you swipe a light chain, decrease the bonus of this by 1.
M3R2308;Nightmare Broth;Rare;Darkness;0{r};Action;Potion;True;;Deal ten damage to your hero. Remove this from the game. You draw two cards.
M3R2309;Blood for Blood;Rare;Darkness;0{r};Action;None;True;;Destroy all troops. Deal ten damage to your hero for each  destroyed troop.
M3R2310;Defile;Rare;Darkness;30{r};Action;None;True;;Destroy all enemy non-darkness {n}.
M3R2311;Crystal Thief;Rare;Darkness;6{d};Troop;Obscura;;11;At the start of your turn, steal a super crystal from your opponent.
M3R2312;Last Pilgrim;Rare;Darkness;7{d};Troop;Obscura;;14;Whenever your opponent discards a card, you draw a card from the bottom of your opponent's deck.
M3R2313;Meline, Daughter of Darkness;Rare;Darkness;9{d};Troop;Obscura;;16;At the start of your opponent's turn, your opponent discards a card of their choice.
M3R2314;Wyrmslayer;Rare;Darkness;9{d};Troop;Obscura;;18;Whenever an enemy troop is destroyed, double the bonus of this.
M3R2315;Blind Sculptor;Rare;Darkness;11{d};Troop;Obscura;;16;When this enters the battlegrounds, you draw a card from your opponent's deck.|Whenever you draw a card from your opponent's deck, transform a random allied {n} of that card's element into {N}.
M3R2316;Moonblade;Rare;Darkness;15{r};Action;None;True;;Destroy all enemy light crystals.
M3R2317;Slaughter;Rare;Darkness;0{r};Action;None;True;;Destroy chosen allied troop. Your hero gains 1 {r} for each  {h} of that troop.
M3R2318;Black Hare;Rare;Darkness;5{d};Troop;Beast;;8;"Other allied troops gain ""Can't be chosen""."
M3R2341;Urian Steelheart;Rare;Darkness;9{d};Troop;Xambr;;15;As long as your hero has 30 or less {h}, double the bonus of this.
M3R2342;Electra, Core-Master;Rare;Darkness;10{d};Troop;Xambr;;16;You gain double charge.
M3R2346;Dragutin the Plunderer;Rare;Darkness;10{d};Troop;Fardal;;16;Whenever an enemy troop is destroyed, you draw a card from your opponent's deck.
M3R2347;Radumir the Destroyer;Rare;Darkness;10{d};Troop;Fardal;;16;Whenever you draw a card from your opponent's deck, destroy a random enemy troop.
M3R2401;Styx;Exceptional;Darkness;30{d};Troop;Dragon;;40;At the start of your opponent's turn, if there are no cards in your opponent's hand, steal 10 {r} from your opponent. Otherwise, you steal a random card  in your opponent's hand.
M3R2402;The Core;Exceptional;Darkness;15{d};Troop;None;;30;At the start of your turn, if you have at least 400 {r}, you win the game.
M3R2403;Lorzhan, the Orphan God;Exceptional;Darkness;14{d};Troop;GodOfDarkness;;22;At the start of your turn, if this has 11 or less {h}, return this to its owner's hand.
M3R2404;Aterioth Banished;Exceptional;Darkness;18{d};Troop;GodOfDestruction;;30;Whenever this is damaged, this changes to Attack Stance.
M3R2502;Underworld Map;Secret;Darkness;5{r};Action;Map;True;;You create a random darkness troop from the Relegatia set in your hand.
M3R2551;Harvest Lantern;Secret;Darkness;20{r};Troop;Plant;True;10;Your opponent can't play troops in the opposite field.|
M3R2561;Haxonite Shard;Secret;Darkness;1{r};Action;None;True;;Transform a random allied {d} into {D}.
M3R2562;Insect Egg;Secret;Darkness;3{r};Troop;Egg;True;3;Countdown 1|Whenever the countdown reaches zero, destroy this. You create a random Insect from the Relegatia set in your hand.
M3R2563;Nestweaver;Secret;Darkness;3{d};Troop;Insect;;3;
M3R2564;Raspberry;Secret;Darkness;7{r};Action;Fruit;True;;For this turn, your hero gains +200 {dp}+200 {fp}. Heal 5 {h} from your hero.
M3R2565;Garlic;Secret;Darkness;7{r};Action;Fruit;True;;For this turn, your hero gains +200 {dp}+200 {ap}. Heal 5 {h} from your hero.
M3R2566;Umbracerola;Secret;Darkness;7{r};Action;Fruit;True;;For this turn, your hero gains +200 {dp}+200 {lp}. Heal 5 {h} from your hero.
M3R2567;Orchid Reaper;Secret;Darkness;10{d};Troop;Obscura;;10;When this enters the battlegrounds, create an Amethyst Rose in a random empty allied field.
M3R2568;Spelunking Geoponist;Secret;Darkness;9{d};Troop;Xambr;;9;When this enters the battlegrounds, you create a random darkness Fruit from the Relegatia set in your hand.
M3R2571;Nycta's Nocturne;Secret;Darkness;15{r};Action;Song;True;;For this turn, your hero gains +300 {dp}, -1 {dt} and  +3 {dc}.
M3R2601;Attack Stance;Forbidden;Darkness;18{d};Troop;GodOfDestruction;;30;Your hero deals double damage.|Whenever this is dealt at least 8 damage, this changes to Defense Stance.
M3R2602;Defense Stance;Forbidden;Darkness;18{d};Troop;GodOfDestruction;;30;This receives half damage.|Your hero receives half damage.|At the start of your opponent's turn, if this has 10 or less {h}, this changes to Desperate Stance.
M3R2603;Desperate Stance;Forbidden;Darkness;18{d};Troop;GodOfDestruction;;30;Whenever this is damaged, deal one damage to the enemy hero for each  damage dealt.
M3R3101;Kindle;Common;Fire;2{r};Action;None;True;;Transform chosen allied {f} into {F}.
M3R3102;Living Flame;Common;Fire;3{r};Troop;None;True;3;
M3R3103;Obsidian Crab;Common;Fire;8{f};Troop;Beast;;16;When this enters the battlegrounds, destroy a random allied non-fire {n}.
M3R3104;Flamesheep;Common;Fire;5{f};Troop;Beast;;10;Whenever you swipe a fire chain, increase the bonus of this by 50.
M3R3105;Turn to Fire;Common;Fire;3{r};Action;None;True;;Change the element of chosen allied crystal to fire.
M3R3106;Salamander;Common;Fire;6{f};Troop;Beast;;6;
M3R3107;Volcanic Veinburst;Common;Fire;15{r};Action;None;True;;Destroy all crystals in chosen diagonal cross.
M3R3108;Flameburst;Common;Fire;3{r};Action;None;True;;Deal five damage to chosen troop or hero.
M3R3109;Dragonmaw Pepper;Common;Fire;7{r};Action;Fruit;True;;For this turn, your hero gains +300 {fp}. Heal 5 {h} from your hero.
M3R3110;Insight Fungus;Common;Fire;0{r};Action;Mushroom;True;;Deal seven damage to your hero. Remove this from the game. You draw two actions.
M3R3111;Steamgineer;Common;Fire;8{f};Troop;Vapyro;;16;
M3R3112;Vapyro Vanguard;Common;Fire;5{f};Troop;Vapyro;;8;
M3R3113;Marked Grifter;Common;Fire;6{f};Troop;Vapyro;;6;When this enters the battlegrounds, deal five damage to the enemy hero.
M3R3114;Crystal Cannoneer;Common;Fire;7{f};Troop;Vapyro;;12;Whenever you swipe a fire chain with 7 or more crystals, deal five damage to all enemy troops.
M3R3115;Vatveri Vintner;Common;Fire;5{f};Troop;Vapyro;;8;When this enters the battlegrounds, you draw an action.
M3R3116;Concussive Blow;Common;Fire;10{r};Action;None;True;;Your opponent discards two random actions.
M3R3117;Get into Gear;Common;Fire;5{f};Action;None;;;You draw two actions.
M3R3118;Vatverian Wine;Common;Fire;5{r};Action;None;True;;For this turn, your hero gains +1 {f}.
M3R3120;Blaze Sword;Common;Fire;5{r};Action;Weapon;True;;Your hero gains +2 {fc}.
M3R3141;Rathos Secondborn;Common;Fire;6{f};Troop;Rathos;;9;At the start of your opponent's turn, deal one damage to the opposite troop or hero.
M3R3142;Rathos Lowborn;Common;Fire;6{f};Troop;Rathos;;9;Whenever you swipe a fire chain with 3 or less crystals, your hero gains 10 {r}.
M3R3201;Vaporize Water;Uncommon;Fire;10{r};Action;None;True;;Transform all allied {w} into {f}.
M3R3202;Fire Crystal Vein;Uncommon;Fire;5{r};Action;None;True;;Your hero gains +100 {fp}.
M3R3203;Magma Hammer;Uncommon;Fire;15{r};Action;Weapon;True;;Your hero gains +1 {f}.
M3R3204;Treasure Map;Uncommon;Fire;10{f};Action;Map;;;Double the gold reward of this encounter.
M3R3205;Caldera Shark;Uncommon;Fire;7{f};Troop;Fish;;10;When this enters the battlegrounds, destroy all Water troops.
M3R3208;Fireball;Uncommon;Fire;5{f};Action;None;;;Deal 15 damage to chosen troop or hero.
M3R3209;Rathos Sigil;Uncommon;Fire;10{r};Action;Sigil;True;;Your hero gains +2 {fc}, +1 {ac} and  +1 {ec}.
M3R3210;Crossfire;Uncommon;Fire;10{r};Action;None;True;;Destroy all allied crystals in the center cross.
M3R3211;Smolderreef Corsair;Uncommon;Fire;7{f};Troop;Vapyro;;10;Whenever an enemy troop enters the battlegrounds, deal three damage to that troop.
M3R3212;Lawalrus Wrangler;Uncommon;Fire;5{f};Troop;Vapyro;;6;When this enters the battlegrounds, you create a Lawalrus Pup in your hand.
M3R3213;Solarefa, Steam Organist;Uncommon;Fire;7{f};Troop;Vapyro;;13;Whenever you play an action, your hero gains 7 {r}.
M3R3214;Aukai, Steamship Captain;Uncommon;Fire;8{f};Troop;Vapyro;;12;
M3R3215;Ikaio, Caldera Fisher;Uncommon;Fire;9{f};Troop;Vapyro;;16;Whenever you play an action, transform a random allied {f} into {F}.
M3R3221;Glowpin Hedgehog;Uncommon;Fire;5{f};Troop;Beast;;10;
M3R3222;Flamebat;Uncommon;Fire;5{f};Troop;None;;10;
M3R3223;Firefly;Uncommon;Fire;5{f};Troop;None;;10;
M3R3224;Earthbreaker;Uncommon;Fire;5{f};Troop;Beast;;10;
M3R3225;Aqua Inhibitor;Uncommon;Fire;8{f};Troop;Wall;;14;
M3R3241;Rathos Firstborn;Uncommon;Fire;10{f};Troop;Rathos;;15;At the start of your opponent's turn, deal two damage to the opposite troop or hero.
M3R3242;Shula, Mistress of the Blue Flame;Uncommon;Fire;8{f};Troop;Rathos;;12;At the start of your turn, transform all allied water crystals into {f}.
M3R3246;Deforestator;Uncommon;Fire;7{f};Troop;Xambr;;12;Whenever you swipe a fire chain, transform all allied earth crystals into {f}.
M3R3247;Lightning Channeler;Rare;Fire;9{f};Troop;Lethe;;16;Whenever a quick card is played by anyone, deal five damage to the enemy hero.
M3R3301;Ecfer;Rare;Fire;8{f};Troop;None;;8;When this enters the battlegrounds, deal three damage to all enemy troops and heroes.
M3R3302;Flarea;Rare;Fire;10{f};Troop;None;;10;When this is destroyed, your hero gains +1 {f}.
M3R3303;Frenzy Plum;Rare;Fire;0{r};Action;Fruit;True;;For this turn, the cost of actions in your hand is reduced by 2.
M3R3304;Hydra;Rare;Fire;10{f};Troop;None;;16;Whenever this is damaged, increase the bonus of this by 1.
M3R3305;Kerberos;Rare;Fire;8{f};Troop;None;;15;Whenever the enemy hero is damaged, double the bonus of this.
M3R3306;Undertaker of Mortuin;Rare;Fire;7{f};Troop;None;;14;Whenever a troop is destroyed, remove that troop from the game.
M3R3308;Explosion;Rare;Fire;15{r};Action;None;True;;Deal 15 damage to all troops.
M3R3309;Forked Flame;Rare;Fire;10{f};Action;None;;;Deal ten damage to all enemy troops.
M3R3310;Extreme Heat;Rare;Fire;10{r};Action;None;True;;Destroy all allied crystals in the center diagonal.
M3R3311;Makani, Steamglider;Rare;Fire;6{f};Troop;Vapyro;;10;Whenever you swipe an air chain, deal one damage to all enemy troops.
M3R3312;Malo, Sovereign of Solsed;Rare;Fire;10{f};Troop;Vapyro;;20;Whenever you play a Vapyro, you draw an action.
M3R3313;Aola, Flamedancer;Rare;Fire;7{f};Troop;Vapyro;;14;Whenever you swipe a fire chain, your hero gains +20 {fp}.
M3R3314;Sanyi of the Ironspitter;Rare;Fire;8{f};Troop;Vapyro;;18;At the start of your turn, deal three damage to this. Transform a random allied {f} into {F}.
M3R3315;Kailani, Aeon Shipwright;Rare;Fire;7{f};Troop;Vapyro;;14;Whenever you swipe a non-fire chain, destroy all allied crystals of that chain's element.
M3R3316;Flameblade;Rare;Fire;15{r};Action;None;True;;Destroy all enemy water crystals.
M3R3341;Cadmael, First of Firsts;Rare;Fire;20{f};Troop;Rathos;;20;At the start of your opponent's turn, deal five damage to the opposite troop or hero.
M3R3342;Ashessa, First Valkyrie;Rare;Fire;18{f};Troop;Rathos;;18;Whenever you swipe a non-fire chain, destroy all enemy {N} of that chain's element.
M3R3346;Charcoal Burner;Rare;Fire;9{f};Troop;Xambr;;15;At the start of your turn, transform all allied {e} into {f}.|At the start of your opponent's turn, transform all allied {f} into {d}.
M3R3347;Vanos, Condemned Healer;Rare;Fire;10{f};Troop;Lethe;;20;Poisoned 4|At the start of your turn, heal 2 {h} from all other damaged allied troops.
M3R3401;Surtr;Exceptional;Fire;30{f};Troop;Dragon;;40;At the start of your turn, deal ten damage to all other troops and heroes.
M3R3402;Ithymia, Burning Within;Exceptional;Fire;16{f};Troop;GoddessOfLove;;25;At the start of your turn, you create a Flameburst in your hand. Deal five damage to this.|Allied actions deal double damage.
M3R3403;Aganju, Heart of Sol;Exceptional;Fire;20{f};Troop;GodOfChaos;;28;Whenever you play the first action in your turn, you create a random Weapon from the Relegatia set in your hand.
M3R3502;Volcano Map;Secret;Fire;5{r};Action;Map;True;;You create a random fire troop from the Relegatia set in your hand.
M3R3561;Majorite Shard;Secret;Fire;1{r};Action;None;True;;Transform a random allied {f} into {F}.
M3R3562;Dragon Egg;Secret;Fire;20{r};Troop;Egg;True;10;Countdown 3|Whenever the countdown reaches zero, destroy this. You create a random Dragon from the Relegatia set in your hand.
M3R3563;Madrakaina;Secret;Fire;3{f};Troop;Dragon;;3;
M3R3564;Emberange;Secret;Fire;7{r};Action;Fruit;True;;For this turn, your hero gains +200 {fp}+200 {lp}. Heal 5 {h} from your hero.
M3R3565;Cinana;Secret;Fire;7{r};Action;Fruit;True;;For this turn, your hero gains +200 {fp}+200 {ep}. Heal 5 {h} from your hero.
M3R3566;Mintpepper;Secret;Fire;7{r};Action;Fruit;True;;For this turn, your hero gains +200 {fp}+200 {wp}. Heal 5 {h} from your hero.
M3R3567;Ash Sower;Secret;Fire;10{f};Troop;Vapyro;;10;When this enters the battlegrounds, create a Ruby Rose in a random empty allied field.
M3R3568;Spicegrocer;Secret;Fire;9{f};Troop;Rathos;;9;When this enters the battlegrounds, you create a random fire Fruit from the Relegatia set in your hand.
M3R3571;Solarefa's Sarabande;Secret;Fire;15{r};Action;Song;True;;For this turn, your hero gains +300 {fp}, -1 {ft} and  +3 {fc}.
M3R4101;Drench;Common;Water;2{r};Action;None;True;;Transform chosen allied {w} into {W}.
M3R4102;Frog;Common;Water;3{r};Troop;None;True;3;
M3R4103;Pearl Oyster;Common;Water;5{w};Troop;Fish;;5;When this is destroyed, you create a Pearl in your hand.
M3R4104;Pearl;Common;Water;3{w};Action;None;;;Transform three random allied {w} into {W}.
M3R4105;Turn to Water;Common;Water;3{r};Action;None;True;;Change the element of chosen allied crystal to water.
M3R4106;Pincer Crab;Common;Water;5{w};Troop;Fish;;8;
M3R4107;Aqua Ring;Common;Water;15{r};Action;None;True;;Destroy all crystals in chosen 3x3 ring.
M3R4108;Splashback;Common;Water;30{r};Action;None;True;;Put chosen troop on top of its owner's deck.
M3R4109;Watermelon;Common;Water;7{r};Action;Fruit;True;;For this turn, your hero gains +300 {wp}. Heal 5 {h} from your hero.
M3R4110;Lethe Toadstool;Common;Water;0{r};Action;Mushroom;True;;You discard a random card. Heal 10 {h} from your hero.
M3R4111;Netfisher;Common;Water;5{w};Troop;Merfolk;;5;When this enters the battlegrounds, put chosen other troop on top of its owner's deck.
M3R4112;Merfolk Harpunist;Common;Water;7{w};Troop;Merfolk;;12;
M3R4113;Wellspring Healer;Common;Water;8{w};Troop;Merfolk;;10;At the start of your turn, heal 2 {h} from all damaged allied troops.
M3R4114;Kelp Gardener;Common;Water;6{w};Troop;Merfolk;;12;
M3R4115;Keeper of Elaion;Common;Water;10{w};Troop;Merfolk;;18;
M3R4116;Hardtack;Common;Water;3{w};Action;None;;;Heal 10 {h} from your hero.
M3R4117;Frontline Shipment;Common;Water;5{w};Action;None;;;You draw three cards.
M3R4120;Ripple Sword;Common;Water;5{r};Action;Weapon;True;;Your hero gains +2 {wc}.
M3R4141;Potion Brewer;Common;Water;7{w};Troop;Vantu;;7;When this enters the battlegrounds, you create a random Potion from the Relegatia set in your hand.
M3R4142;Cliffdiver;Common;Water;8{w};Troop;Vantu;;12;Whenever you swipe a water chain with 4 or more crystals in a straight vertical line, your hero gains 10 {r}.
M3R4143;Vantu Diplomat;Common;Water;5{w};Troop;Vantu;;10;When this enters the battlegrounds, all players draw a card.
M3R4146;Young Wander;Common;Water;6{w};Troop;Burla;;10;When this enters the battlegrounds, transform a random allied non-earth {n} into {N}.
M3R4201;Douse Fire;Uncommon;Water;10{r};Action;None;True;;Transform all allied {f} into {w}.
M3R4202;Water Crystal Vein;Uncommon;Water;5{r};Action;None;True;;Your hero gains +100 {wp}.
M3R4203;Leana's Trident;Uncommon;Water;15{r};Action;Weapon;True;;Your hero gains +1 {w}.
M3R4204;Faraway Map;Uncommon;Water;4{w};Action;Map;;;Destroy all allied crystals.
M3R4205;Lawalrus Pup;Uncommon;Water;5{w};Troop;None;;7;
M3R4206;Grazing Manatee;Uncommon;Water;8{w};Troop;None;;14;Whenever you swipe an earth chain, this gains +2{h}.
